Case Number,Business Address,Parcel Number,Business Name,Owner Name,License Issued Date,License Type,License Description,Business Description,Location
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",08/30/2016,Renewal,Theatre - Stage Show,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/29/2015,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/29/2015,Renewal,Dry Cleaning/Branch Store,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Dry Cleaning/Branch Store,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Hotel (301-500) Rooms,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Bathhouse,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Cigarette - Retail,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Massage Parlor,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",10/30/2015,Renewal,Theatre - Stage Show,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Dry Cleaning/Branch Store,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Hotel (301-500) Rooms,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Bathhouse,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Cigarette - Retail,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Massage Parlor,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",12/22/2016,Renewal,Theatre - Stage Show,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Dry Cleaning/Branch Store,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Hotel (301-500) Rooms,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Bathhouse,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Cigarette - Retail,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Massage Parlor,Corporation,"location
(42.33944, -83.06763)"
BUS1999-01430,2901 W GRAND RIVER,06000876.,MOTOR CITY CASINO,"DETROIT ENTERTAINMENT, LLC.",06/08/2018,Renewal,Theatre - Stage Show,Corporation,"location
(42.33944, -83.06763)"
BUS2010-00237,1503 JUNCTION,16013317.,ANTON HADDAD,ANTON HADDAD,09/13/2016,New Owner,Cigarette - Retail,Sole Proprietor,"location
(42.31545, -83.1004)"
BUS2010-00237,1503 JUNCTION,16013317.,ANTON HADDAD,ANTON HADDAD,09/07/2017,New Owner,Cigarette - Retail,Sole Proprietor,"location
(42.31545, -83.1004)"
BUS1998-01164,101 CADILLAC SQ,,CADILLAC FOOD PLAZA,"CADILLAC FOOD PLAZA, INC.",10/02/2017,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.33177, -83.04458)"
BUS2003-01059,219 W FISHER,02000491.,JADA PARKING LLC,"JADA PARKING, LLC",02/02/2016,Renewal,Parking Lot-Plate (1-25 cars),Sole Proprietor,"location
(42.33784, -83.05606)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",05/02/2017,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",05/02/2017,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",05/02/2017,NLOL,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",05/02/2017,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",05/02/2017,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",08/31/2016,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",08/31/2016,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",08/31/2016,NLOL,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",07/21/2016,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",07/21/2016,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/15/2015,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/15/2015,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/15/2015,NLOL,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/15/2015,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/15/2015,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/28/2018,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/28/2018,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/28/2018,NLOL,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/28/2018,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/28/2018,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",04/23/2015,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",04/23/2015,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",04/23/2015,NLOL,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",04/23/2015,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",04/23/2015,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/29/2018,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/29/2018,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/29/2018,NLOL,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/29/2018,NLOL,Fast Food w/Drive thru ,,"location
(42.35403, -83.08012)"
BUS2008-00568,5169 TRUMBULL,08005830.,WOODBRIDGE PUB,"DOUBLE J CO., LLC",06/29/2018,NLOL,Special Events $115,,"location
(42.35403, -83.08012)"
BUS1990-02359,18600 OAKFIELD,22069318.,CHECKER CAB CO. #2099,JAMES WILLIAMS,06/29/2016,Renewal,Taxicab Plate(s),Sole Proprietor,"location
(42.42664, -83.2146)"
BUS1990-02359,18600 OAKFIELD,22069318.,CHECKER CAB CO. #2099,JAMES WILLIAMS,06/29/2015,Renewal,Taxicab Plate(s),Sole Proprietor,"location
(42.42664, -83.2146)"
BUS2015-00140,1650 LANSING,16009747.001,LAN'S CHINESE FOOD INC,LAN'S CHINESE FOOD INC,07/23/2015,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.31779, -83.0972)"
BUS2011-00441,4099 OLIVER,13004733.,M M ICE CREAM,MOHAMMED MOHAMED,05/25/2018,New Owner,Vendor - Street (Edible Items) Plate,Other,"location
(42.39232, -83.03995)"
BUS2011-00441,4099 OLIVER,13004733.,M M ICE CREAM,MOHAMMED MOHAMED,05/01/2015,New Owner,Vendor - Street (Edible Items) Duplicate Plate,Other,"location
(42.39232, -83.03995)"
BUS2011-00441,4099 OLIVER,13004733.,M M ICE CREAM,MOHAMMED MOHAMED,05/01/2015,New Owner,Vendor - Street (Edible Items) Plate,Other,"location
(42.39232, -83.03995)"
BUS2011-00441,4099 OLIVER,13004733.,M M ICE CREAM,MOHAMMED MOHAMED,07/16/2018,New Owner,Vendor - Street (Edible Items) Duplicate Plate,Other,"location
(42.39232, -83.03995)"
BUS2011-00441,4099 OLIVER,13004733.,M M ICE CREAM,MOHAMMED MOHAMED,07/16/2018,New Owner,Vendor - Street (Edible Items) Plate,Other,"location
(42.39232, -83.03995)"
BUS2011-00441,4099 OLIVER,13004733.,M M ICE CREAM,MOHAMMED MOHAMED,05/30/2017,New Owner,Vendor - Street (Edible Items) Duplicate Plate,Other,"location
(42.39232, -83.03995)"
BUS2011-00441,4099 OLIVER,13004733.,M M ICE CREAM,MOHAMMED MOHAMED,05/30/2017,New Owner,Vendor - Street (Edible Items) Plate,Other,"location
(42.39232, -83.03995)"
BUS2012-00485,14044 TELEGRAPH,,"BARNO'S LIQUOR, INC.","BARNO'S LIQUOR, INC.",08/18/2015,New Owner,Cigarette - Retail,Corporation,"location
(42.38685, -83.27488)"
BUS2009-00663,12300 E EIGHT MILE,21028403-11,ULTRA AUTO SALES,ULTRA AUTO SALE INC,11/09/2015,New Owner,Used Auto Dealer,Limited Liability Co,"location
(42.44872, -83.00008)"
BUS2009-00663,12300 E EIGHT MILE,21028403-11,ULTRA AUTO SALES,ULTRA AUTO SALE INC,12/05/2018,New Owner,Used Auto Dealer,Limited Liability Co,"location
(42.44872, -83.00008)"
BUS2000-01098,444 S CAMPBELL,16014445-9,BRESLER METAL COMPANY,BRESLER METAL CO.,12/18/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.30397, -83.09484)"
BUS2001-00181,444 S CAMPBELL,16014445-9,STATE METAL CO,"BRESLER-GORDON METALS, INC.",07/11/2017,Renewal,Scrap Iron & Metal Processor,Corporation,"location
(42.30397, -83.09484)"
BUS2001-00181,444 S CAMPBELL,16014445-9,STATE METAL CO,"BRESLER-GORDON METALS, INC.",02/21/2017,Renewal,Scrap Iron & Metal Processor,Corporation,"location
(42.30397, -83.09484)"
BUS2013-00344,19112 VAN DYKE,17009853-4,"ALLADIN LIQUOR SHOPPE, INC.","ALLADIN LIQUOR SHOPPE, INC.",07/17/2015,,Cigarette - Retail,,"location
(42.43409, -83.02419)"
BUS2013-00344,19112 VAN DYKE,17009853-4,"ALLADIN LIQUOR SHOPPE, INC.","ALLADIN LIQUOR SHOPPE, INC.",08/18/2017,,Cigarette - Retail,,"location
(42.43409, -83.02419)"
BUS2013-00344,19112 VAN DYKE,17009853-4,"ALLADIN LIQUOR SHOPPE, INC.","ALLADIN LIQUOR SHOPPE, INC.",08/17/2016,,Cigarette - Retail,,"location
(42.43409, -83.02419)"
BUS2015-00037,13585 TURNER,16028133.,BSC INVESTMENTS,BSC INVESTMENTS,01/20/2016,New Owner,Motor Truck Permit(s),,"location
(42.38759, -83.14786)"
BUS2015-00037,13585 TURNER,16028133.,BSC INVESTMENTS,BSC INVESTMENTS,04/10/2017,New Owner,Motor Truck Permit(s) Additional Units,,"location
(42.38759, -83.14786)"
BUS2015-00037,13585 TURNER,16028133.,BSC INVESTMENTS,BSC INVESTMENTS,04/10/2017,New Owner,Motor Truck Permit(s),,"location
(42.38759, -83.14786)"
BUS2015-00037,13585 TURNER,16028133.,BSC INVESTMENTS,BSC INVESTMENTS,02/03/2015,New Owner,Motor Truck Permit(s) Additional Units,,"location
(42.38759, -83.14786)"
BUS2015-00037,13585 TURNER,16028133.,BSC INVESTMENTS,BSC INVESTMENTS,02/03/2015,New Owner,Motor Truck Permit(s),,"location
(42.38759, -83.14786)"
BUS2015-00037,13585 TURNER,16028133.,BSC INVESTMENTS,BSC INVESTMENTS,08/17/2017,New Owner,Motor Truck Permit(s) Additional Units,,"location
(42.38759, -83.14786)"
BUS2015-00037,13585 TURNER,16028133.,BSC INVESTMENTS,BSC INVESTMENTS,08/17/2017,New Owner,Motor Truck Permit(s),,"location
(42.38759, -83.14786)"
BUS1994-01042,102 W STATE FAIR,09008019-21,I KARR AUTO SALE AND SERVICE INC,I KARR AUTO SALE AND SERVICE INC,11/10/2016,New Owner,Used Auto Dealer,Corporation,"location
(42.43973, -83.10405)"
BUS1994-01042,102 W STATE FAIR,09008019-21,I KARR AUTO SALE AND SERVICE INC,I KARR AUTO SALE AND SERVICE INC,11/16/2018,New Owner,Used Auto Dealer,Corporation,"location
(42.43973, -83.10405)"
BUS1995-00108,5860 PLUMER,,DEWITT PRODUCTS CO.,DEWITT PRODUCTS CO,01/09/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.32149, -83.10795)"
BUS2012-00329,19737 MOUND RD,13013060-6,"FAMILY DOLLAR STORES OF MICHIGAN, LLC #25413",FAMILY DOLLAR STORES OF MICHIGAN LLC,09/07/2018,NLNL,Cigarette - Retail,Corporation,"location
(42.4404, -83.04446)"
BUS2012-00329,19737 MOUND RD,13013060-6,"FAMILY DOLLAR STORES OF MICHIGAN, LLC #25413",FAMILY DOLLAR STORES OF MICHIGAN LLC,08/30/2017,NLNL,Cigarette - Retail,Corporation,"location
(42.4404, -83.04446)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,01/15/2016,,Restaurant - Carry Out (No Seats),Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,01/15/2016,,General Food,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,08/28/2017,,Cigarette - Retail,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,08/28/2017,,Restaurant - Carry Out (No Seats),Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,08/28/2017,,General Food,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,01/15/2016,,Cigarette - Retail,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,01/15/2016,,Restaurant - Carry Out (No Seats),Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,01/15/2016,,General Food,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,09/07/2016,,Cigarette - Retail,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,09/07/2016,,Restaurant - Carry Out (No Seats),Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,09/07/2016,,General Food,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,05/18/2016,,Cigarette - Retail,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,05/18/2016,,Restaurant - Carry Out (No Seats),Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,05/18/2016,,General Food,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,11/14/2016,,Cigarette - Retail,Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,11/14/2016,,Restaurant - Carry Out (No Seats),Corporation,"location
(42.33196, -83.04368)"
BUS2016-00005,139 CADILLAC SQ,01000236.,CADILLAC CORNER INC.,CADILLAC CORNER INC.,11/14/2016,,General Food,Corporation,"location
(42.33196, -83.04368)"
BUS2011-00536,15085 PLAINVIEW,22094467.,VINCENT A. FORD,VINCENT FORD,05/29/2015,,Landscape Gardner-Plate(s),,"location
(42.39941, -83.23653)"
BUS2011-00536,15085 PLAINVIEW,22094467.,VINCENT A. FORD,VINCENT FORD,05/29/2015,,Landscape Gardener,,"location
(42.39941, -83.23653)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,03/21/2016,Renewal,Junk Truck/Wagon/Cart-Plate,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,03/21/2016,Renewal,Junk Collector Button,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,04/17/2018,Renewal,Junk Truck/Wagon/Cart-Plate,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,04/17/2018,Renewal,Junk Collector Button,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,03/13/2015,Renewal,Junk Truck/Wagon/Cart-Plate,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,03/13/2015,Renewal,Junk Collector Button,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,04/02/2018,Renewal,Junk Truck/Wagon/Cart-Plate,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,04/02/2018,Renewal,Junk Collector Button,Other,"location
(42.42664, -82.9616)"
BUS2007-00375,15461 TROESTER,21016836.,JOSEPH DIAL,JOSEPH DIAL,04/04/2017,Renewal,Junk Collector Button,Other,"location
(42.42664, -82.9616)"
BUS2012-00150,15660 FENKELL,22011326.005L,FESTIVAL PARTY SHOPPE,F & A MARKET LLC,08/24/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.40165, -83.20138)"
BUS2000-00853,125 W ELIZABETH,02000393.,E-Z PARKING ,E-Z PARKING,06/12/2015,Renewal,Parking Lot-Plate (26-50 cars),Corporation,"location
(42.33658, -83.05332)"
BUS2000-00853,125 W ELIZABETH,02000393.,E-Z PARKING ,E-Z PARKING,09/07/2017,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33658, -83.05332)"
BUS2000-00853,125 W ELIZABETH,02000393.,E-Z PARKING ,E-Z PARKING,09/07/2017,Renewal,Parking Lot-Plate (26-50 cars),Corporation,"location
(42.33658, -83.05332)"
BUS2000-00853,125 W ELIZABETH,02000393.,E-Z PARKING ,E-Z PARKING,03/04/2016,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33658, -83.05332)"
BUS2000-00853,125 W ELIZABETH,02000393.,E-Z PARKING ,E-Z PARKING,03/04/2016,Renewal,Parking Lot-Plate (26-50 cars),Corporation,"location
(42.33658, -83.05332)"
BUS2014-00304,16200 W WARREN,22000857-64,VICTORY LIQUOR & FOOD MARKET,6B'S INC,05/09/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.34391, -83.20416)"
BUS2014-00304,16200 W WARREN,22000857-64,VICTORY LIQUOR & FOOD MARKET,6B'S INC,09/07/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.34391, -83.20416)"
BUS2004-00152,3131 MACK,13001638-41,NORTHWESTERN K & L MEAT COMPANY,GARY KAHN,12/21/2015,Renewal,Motor Truck Permit(s) Additional Units,Other,"location
(42.35875, -83.0292)"
BUS2004-00152,3131 MACK,13001638-41,NORTHWESTERN K & L MEAT COMPANY,GARY KAHN,12/21/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.35875, -83.0292)"
BUS2004-00152,3131 MACK,13001638-41,NORTHWESTERN K & L MEAT COMPANY,GARY KAHN,02/15/2018,Renewal,Motor Truck Permit(s) Additional Units,Other,"location
(42.35875, -83.0292)"
BUS2004-00152,3131 MACK,13001638-41,NORTHWESTERN K & L MEAT COMPANY,GARY KAHN,02/15/2018,Renewal,Motor Truck Permit(s),Other,"location
(42.35875, -83.0292)"
BUS1987-04853,495 PITT ST. E.,,"COLONIAL COFFEE CO., LTD.","COLONIAL COFFEE CO., LTD.",01/25/2017,Renewal,Motor Truck Permit(s),,"location
(42.2467, -83.14461)"
BUS1987-04853,495 PITT ST. E.,,"COLONIAL COFFEE CO., LTD.","COLONIAL COFFEE CO., LTD.",03/05/2018,Renewal,Motor Truck Permit(s),,"location
(42.2467, -83.14461)"
BUS1987-04853,495 PITT ST. E.,,"COLONIAL COFFEE CO., LTD.","COLONIAL COFFEE CO., LTD.",01/19/2016,Renewal,Motor Truck Permit(s),,"location
(42.2467, -83.14461)"
BUS2011-00104,6345 IOWA,,DETROIT CITY IMPORT AUTO PARTS INC,DETROIT CITY IMPORT AUTO PARTS INC,07/02/2018,New Owner,Used Auto Dealer/Parts/Wrecking & Dismantling Yard,Corporation,"location
(42.42503, -83.03771)"
BUS2013-00005,5940 E SEVEN,,YKR LLC,YKR LLC,12/15/2016,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.35927, -83.28195)"
BUS2013-00005,5940 E SEVEN,,YKR LLC,YKR LLC,11/02/2015,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.35927, -83.28195)"
BUS2013-00005,5940 E SEVEN,,YKR LLC,YKR LLC,01/30/2018,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.35927, -83.28195)"
BUS2013-00005,5940 E SEVEN,,YKR LLC,YKR LLC,12/14/2016,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.35927, -83.28195)"
